barcode,first_type,second_type,celltype1,celltype2,x,y,prop1,prop2
embryo1_Pos19_cell134_z2,7,10,Cardiomyocytes,Endothelium,-0.151507317,0.646270237,1,0
embryo1_Pos19_cell135_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.421646252,0.984555319,1,0
embryo1_Pos19_cell136_z2,16,21,Haematoendothelial-progenitors,Mixed-mesenchymal-mesoderm,-0.142488963,1.349066174,1,0
embryo1_Pos19_cell137_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.154053988,1.12601975,1,0
embryo1_Pos19_cell139_z2,10,11,Endothelium,Erythroid,-0.154182158,0.983642754,1,0
embryo1_Pos19_cell140_z2,18,21,Surface-ectoderm,Mixed-mesenchymal-mesoderm,-0.133022634,1.19913062,1,0
embryo1_Pos19_cell142_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.139067722,0.515770359,1,0
embryo1_Pos19_cell146_z2,7,10,Cardiomyocytes,Endothelium,-0.132301119,0.819847093,1,0
embryo1_Pos19_cell147_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.11240131,0.564413135,1,0
embryo1_Pos19_cell150_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,-0.115550915,1.487942004,1,0
embryo1_Pos19_cell151_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.124207401,1.125728934,1,0
embryo1_Pos19_cell152_z2,7,10,Cardiomyocytes,Endothelium,-0.095246727,1.094211331,1,0
embryo1_Pos19_cell153_z2,7,10,Cardiomyocytes,Endothelium,-0.105283747,0.770263878,1,0
embryo1_Pos19_cell155_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.097706409,0.708585865,1,0
embryo1_Pos19_cell158_z2,16,21,Haematoendothelial-progenitors,Mixed-mesenchymal-mesoderm,-0.119413763,1.458785875,1,0
embryo1_Pos19_cell16_z5,7,10,Cardiomyocytes,Endothelium,-0.430765873,1.024608622,1,0
embryo1_Pos19_cell160_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.091144041,0.614830945,1,0
embryo1_Pos19_cell161_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.111172167,0.654534266,1,0
embryo1_Pos19_cell164_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.101269082,0.514229817,1,0
embryo1_Pos19_cell165_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,-0.083557946,1.223653863,1,0
embryo1_Pos19_cell168_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.07943422,0.664568831,1,0
embryo1_Pos19_cell169_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.069133879,0.532520426,1,0
embryo1_Pos19_cell172_z2,21,7,Mixed-mesenchymal-mesoderm,Cardiomyocytes,-0.063623085,1.186711937,1,0
embryo1_Pos19_cell173_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.064168534,0.846776031,1,0
embryo1_Pos19_cell175_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.063581057,1.131441896,1,0
embryo1_Pos19_cell176_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,-0.058445838,1.419355198,1,0
embryo1_Pos19_cell177_z2,7,11,Cardiomyocytes,Erythroid,-0.051071607,0.931836198,1,0
embryo1_Pos19_cell178_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.061752409,0.768527081,1,0
embryo1_Pos19_cell18_z2,7,10,Cardiomyocytes,Endothelium,-0.511440657,1.000319055,1,0
embryo1_Pos19_cell182_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.043751036,0.580154146,1,0
embryo1_Pos19_cell183_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.046954825,0.650787999,1,0
embryo1_Pos19_cell184_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.038204065,0.715011386,1,0
embryo1_Pos19_cell185_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.044255071,0.746032068,1,0
embryo1_Pos19_cell189_z2,21,10,Mixed-mesenchymal-mesoderm,Endothelium,-0.037168299,1.38303729,1,0
embryo1_Pos19_cell192_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.015893471,0.885621389,1,0
embryo1_Pos19_cell193_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.029320323,1.142576924,1,0
embryo1_Pos19_cell197_z2,21,20,Mixed-mesenchymal-mesoderm,Intermediate-mesoderm,-0.012541846,1.210301124,1,0
embryo1_Pos19_cell2_z2,3,3,Low-quality,Low-quality,-0.537356237,0.674564745,1,0
embryo1_Pos19_cell20_z2,21,2,Mixed-mesenchymal-mesoderm,Splanchnic-mesoderm,-0.498322885,1.267706371,1,0
embryo1_Pos19_cell204_z2,7,7,Cardiomyocytes,Cardiomyocytes,0.006445153,0.949333712,1,0
embryo1_Pos19_cell205_z2,16,21,Haematoendothelial-progenitors,Mixed-mesenchymal-mesoderm,0.009157666,1.377015495,1,0
embryo1_Pos19_cell208_z2,21,7,Mixed-mesenchymal-mesoderm,Cardiomyocytes,0.012773737,0.597125412,1,0
embryo1_Pos19_cell209_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.020177441,1.320417536,1,0
embryo1_Pos19_cell214_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,0.03830351,0.592039124,1,0
embryo1_Pos19_cell217_z2,18,21,Surface-ectoderm,Mixed-mesenchymal-mesoderm,0.047153908,1.142860937,1,0
embryo1_Pos19_cell219_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.037129665,1.292353368,1,0
embryo1_Pos19_cell22_z2,3,11,Low-quality,Erythroid,-0.500061512,0.706479455,1,0
embryo1_Pos19_cell226_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.06089465,1.318777538,1,0
embryo1_Pos19_cell227_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.058431006,1.369862051,1,0
embryo1_Pos19_cell231_z2,18,21,Surface-ectoderm,Mixed-mesenchymal-mesoderm,0.079223018,1.102840382,1,0
embryo1_Pos19_cell232_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,0.078969399,1.180816869,1,0
embryo1_Pos19_cell233_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.082405832,1.045767126,1,0
embryo1_Pos19_cell235_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.087592188,1.327046814,1,0
embryo1_Pos19_cell236_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.088371325,1.370053533,1,0
embryo1_Pos19_cell237_z2,18,21,Surface-ectoderm,Mixed-mesenchymal-mesoderm,0.088344232,1.137903504,1,0
embryo1_Pos19_cell238_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.092409931,1.236536365,1,0
embryo1_Pos19_cell239_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,0.10695118,1.070940516,1,0
embryo1_Pos19_cell24_z2,2,21,Splanchnic-mesoderm,Mixed-mesenchymal-mesoderm,-0.494249289,1.299929003,1,0
embryo1_Pos19_cell240_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,0.102155531,1.16636341,1,0
embryo1_Pos19_cell244_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.125064972,1.301140936,1,0
embryo1_Pos19_cell245_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.115109406,1.264717455,1,0
embryo1_Pos19_cell247_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.118377931,1.212179501,1,0
embryo1_Pos19_cell250_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.11534294,1.330667475,1,0
embryo1_Pos19_cell253_z2,21,11,Mixed-mesenchymal-mesoderm,Erythroid,0.128941501,1.374853023,1,0
embryo1_Pos19_cell254_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.137368908,1.091656958,1,0
embryo1_Pos19_cell255_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.135028936,1.178912439,1,0
embryo1_Pos19_cell256_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.141858309,1.245310786,1,0
embryo1_Pos19_cell257_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.139561581,1.045994707,1,0
embryo1_Pos19_cell26_z2,3,3,Low-quality,Low-quality,-0.483062343,0.675037599,1,0
embryo1_Pos19_cell263_z2,16,21,Haematoendothelial-progenitors,Mixed-mesenchymal-mesoderm,0.158523737,1.307581141,1,0
embryo1_Pos19_cell266_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.182220658,1.277527083,1,0
embryo1_Pos19_cell27_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.466471362,1.106637631,1,0
embryo1_Pos19_cell28_z5,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.277102907,1.115567219,1,0
embryo1_Pos19_cell287_z2,21,11,Mixed-mesenchymal-mesoderm,Erythroid,0.221703006,1.269938667,1,0
embryo1_Pos19_cell3_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.545395089,1.053371918,1,0
embryo1_Pos19_cell30_z2,7,10,Cardiomyocytes,Endothelium,-0.482023385,1.009092072,1,0
embryo1_Pos19_cell314_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.308769781,1.16718668,1,0
embryo1_Pos19_cell32_z2,11,3,Erythroid,Low-quality,-0.445218672,0.741336066,1,0
embryo1_Pos19_cell321_z2,21,20,Mixed-mesenchymal-mesoderm,Intermediate-mesoderm,0.329591213,0.706870242,1,0
embryo1_Pos19_cell33_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.448954838,1.030996099,1,0
embryo1_Pos19_cell339_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.405674506,1.00717452,1,0
embryo1_Pos19_cell34_z2,21,2,Mixed-mesenchymal-mesoderm,Splanchnic-mesoderm,-0.452872785,1.218169705,1,0
embryo1_Pos19_cell34_z5,11,3,Erythroid,Low-quality,-0.243289236,0.992050049,1,0
embryo1_Pos19_cell36_z2,3,11,Low-quality,Erythroid,-0.444964777,0.699990771,1,0
embryo1_Pos19_cell36_z5,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.213440895,1.123086314,1,0
embryo1_Pos19_cell37_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.203948156,0.508790731,1,0
embryo1_Pos19_cell39_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.4262276,1.063107708,1,0
embryo1_Pos19_cell39_z5,7,10,Cardiomyocytes,Endothelium,-0.175363756,1.073013292,1,0
embryo1_Pos19_cell40_z2,3,11,Low-quality,Erythroid,-0.439565082,0.66022772,1,0
embryo1_Pos19_cell40_z5,20,21,Intermediate-mesoderm,Mixed-mesenchymal-mesoderm,-0.179533391,1.288628504,1,0
embryo1_Pos19_cell41_z2,21,7,Mixed-mesenchymal-mesoderm,Cardiomyocytes,-0.427254106,1.192085858,1,0
embryo1_Pos19_cell41_z5,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,-0.175095109,1.195662239,1,0
embryo1_Pos19_cell43_z5,7,10,Cardiomyocytes,Endothelium,-0.166705103,0.59232203,1,0
embryo1_Pos19_cell44_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.430009119,1.132378071,1,0
embryo1_Pos19_cell45_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.424674733,1.16046013,1,0
embryo1_Pos19_cell46_z2,11,3,Erythroid,Low-quality,-0.417623756,0.626447899,1,0
embryo1_Pos19_cell46_z5,10,10,Endothelium,Endothelium,-0.157504328,0.997839953,1,0
embryo1_Pos19_cell48_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.387851399,1.095487691,1,0
embryo1_Pos19_cell5_z2,7,10,Cardiomyocytes,Endothelium,-0.539946527,1.006303264,1,0
embryo1_Pos19_cell5_z5,2,7,Splanchnic-mesoderm,Cardiomyocytes,-0.541719681,1.116764522,1,0
embryo1_Pos19_cell50_z2,21,10,Mixed-mesenchymal-mesoderm,Endothelium,-0.406682974,1.247859334,1,0
embryo1_Pos19_cell50_z5,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.133128767,1.124880037,1,0
embryo1_Pos19_cell53_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.399983005,1.165280505,1,0
embryo1_Pos19_cell53_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.109026689,0.610736917,1,0
embryo1_Pos19_cell54_z2,7,10,Cardiomyocytes,Endothelium,-0.39011936,1.026017405,1,0
embryo1_Pos19_cell54_z5,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,-0.100694201,1.219443965,1,0
embryo1_Pos19_cell56_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,-0.381230956,1.228126913,1,0
embryo1_Pos19_cell56_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.081776923,0.657976347,1,0
embryo1_Pos19_cell58_z2,21,10,Mixed-mesenchymal-mesoderm,Endothelium,-0.353514165,1.288887994,1,0
embryo1_Pos19_cell58_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,-0.081251095,1.483538172,1,0
embryo1_Pos19_cell59_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.069654614,0.607932501,1,0
embryo1_Pos19_cell6_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.509722248,1.051738518,1,0
embryo1_Pos19_cell60_z2,21,7,Mixed-mesenchymal-mesoderm,Cardiomyocytes,-0.372795869,1.184228387,1,0
embryo1_Pos19_cell61_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.371161573,1.147337711,1,0
embryo1_Pos19_cell63_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.048361581,0.923420587,1,0
embryo1_Pos19_cell64_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.050882211,0.701177904,1,0
embryo1_Pos19_cell65_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.34109708,1.119719268,1,0
embryo1_Pos19_cell67_z2,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,-0.353688835,1.218460501,1,0
embryo1_Pos19_cell68_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,-0.322869801,1.25080252,1,0
embryo1_Pos19_cell68_z5,21,10,Mixed-mesenchymal-mesoderm,Endothelium,-0.041780971,1.390181677,1,0
embryo1_Pos19_cell7_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.547872023,1.04910649,1,0
embryo1_Pos19_cell7_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-0.540552058,1.224692572,1,0
embryo1_Pos19_cell70_z2,10,3,Endothelium,Low-quality,-0.344568703,0.588193484,1,0
embryo1_Pos19_cell70_z5,7,11,Cardiomyocytes,Erythroid,-0.011348429,0.95853606,1,0
embryo1_Pos19_cell71_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,-0.3378321,1.196677544,1,0
embryo1_Pos19_cell72_z2,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,-0.336478405,1.358108169,1,0
embryo1_Pos19_cell72_z5,7,7,Cardiomyocytes,Cardiomyocytes,-0.004187734,0.905235388,1,0
embryo1_Pos19_cell73_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,-0.015177625,1.395542745,1,0
embryo1_Pos19_cell74_z2,10,3,Endothelium,Low-quality,-0.325576557,0.619096939,1,0
embryo1_Pos19_cell74_z5,7,11,Cardiomyocytes,Erythroid,-0.006427705,1.036728074,1,0
embryo1_Pos19_cell75_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.323357964,1.08383762,1,0
embryo1_Pos19_cell76_z2,7,10,Cardiomyocytes,Endothelium,-0.319737481,1.01609217,1,0
embryo1_Pos19_cell79_z5,7,7,Cardiomyocytes,Cardiomyocytes,0.02365411,0.976178175,1,0
embryo1_Pos19_cell8_z2,7,2,Cardiomyocytes,Splanchnic-mesoderm,-0.526479665,1.095168716,1,0
embryo1_Pos19_cell8_z5,2,21,Splanchnic-mesoderm,Mixed-mesenchymal-mesoderm,-0.51917134,1.270009101,1,0
embryo1_Pos19_cell80_z2,11,10,Erythroid,Endothelium,-0.312773138,0.946346215,1,0
embryo1_Pos19_cell80_z5,21,20,Mixed-mesenchymal-mesoderm,Intermediate-mesoderm,0.047447514,1.201457417,1,0
embryo1_Pos19_cell83_z2,7,3,Cardiomyocytes,Low-quality,-0.295906578,1.04779942,1,0
embryo1_Pos19_cell84_z2,21,7,Mixed-mesenchymal-mesoderm,Cardiomyocytes,-0.29745024,1.141312031,1,0
embryo1_Pos19_cell85_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.294378627,1.115440764,1,0
embryo1_Pos19_cell85_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.08391069,1.302742208,1,0
embryo1_Pos19_cell86_z2,10,7,Endothelium,Cardiomyocytes,-0.284957382,0.605716991,1,0
embryo1_Pos19_cell87_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.087730423,1.254801326,1,0
embryo1_Pos19_cell88_z5,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.095239253,1.19606106,1,0
embryo1_Pos19_cell89_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.280451423,1.077891638,1,0
embryo1_Pos19_cell89_z5,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,0.10781445,1.087880437,1,0
embryo1_Pos19_cell9_z2,2,21,Splanchnic-mesoderm,Mixed-mesenchymal-mesoderm,-0.542942685,1.121106739,1,0
embryo1_Pos19_cell90_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,-0.27529943,1.235881922,1,0
embryo1_Pos19_cell90_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.124225305,1.22027964,1,0
embryo1_Pos19_cell91_z5,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.117460805,1.26669558,1,0
embryo1_Pos19_cell92_z2,11,3,Erythroid,Low-quality,-0.26075976,0.941162976,1,0
embryo1_Pos19_cell92_z5,21,21,Mixed-mesenchymal-mesoderm,Mixed-mesenchymal-mesoderm,0.119415865,1.30376804,1,0
embryo1_Pos19_cell95_z2,7,7,Cardiomyocytes,Cardiomyocytes,-0.254612929,1.094254522,1,0
embryo1_Pos19_cell96_z2,7,21,Cardiomyocytes,Mixed-mesenchymal-mesoderm,-0.263606972,1.129976223,1,0
embryo1_Pos19_cell96_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.150167023,1.247930439,1,0
embryo1_Pos19_cell97_z5,21,16,Mixed-mesenchymal-mesoderm,Haematoendothelial-progenitors,0.156157247,1.036842934,1,0
embryo1_Pos20_cell10_z2,19,19,Gut-tube,Gut-tube,-1.535894766,0.998976837,1,0
embryo1_Pos20_cell10_z5,19,19,Gut-tube,Gut-tube,-1.542737465,1.076288204,1,0
embryo1_Pos20_cell100_z2,2,10,Splanchnic-mesoderm,Endothelium,-1.363767006,1.48221425,1,0
embryo1_Pos20_cell100_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.335813099,1.242182911,1,0
embryo1_Pos20_cell101_z5,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.328465067,0.982884392,1,0
embryo1_Pos20_cell102_z2,7,7,Cardiomyocytes,Cardiomyocytes,-1.356069445,0.814387402,1,0
embryo1_Pos20_cell102_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.333645051,1.036088085,1,0
embryo1_Pos20_cell103_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.365160883,0.951489257,1,0
embryo1_Pos20_cell103_z5,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.329602918,0.953357083,1,0
embryo1_Pos20_cell104_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.376485422,1.148580602,1,0
embryo1_Pos20_cell104_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.333293417,1.004592444,1,0
embryo1_Pos20_cell105_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.362434913,0.986141545,1,0
embryo1_Pos20_cell105_z5,7,10,Cardiomyocytes,Endothelium,-1.330691716,0.82132039,1,0
embryo1_Pos20_cell106_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.362477862,1.179571175,1,0
embryo1_Pos20_cell106_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.32673571,1.125909629,1,0
embryo1_Pos20_cell107_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.353205656,1.207959311,1,0
embryo1_Pos20_cell107_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.312523025,1.159870934,1,0
embryo1_Pos20_cell108_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.349940422,1.102884375,1,0
embryo1_Pos20_cell108_z5,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.318757313,1.0662318,1,0
embryo1_Pos20_cell109_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.329653495,1.178953001,1,0
embryo1_Pos20_cell109_z5,7,10,Cardiomyocytes,Endothelium,-1.322660833,0.777479415,1,0
embryo1_Pos20_cell11_z2,19,19,Gut-tube,Gut-tube,-1.543820955,1.035854932,1,0
embryo1_Pos20_cell11_z5,19,3,Gut-tube,Low-quality,-1.528363562,1.131442517,1,0
embryo1_Pos20_cell110_z5,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.301728395,1.106952306,1,0
embryo1_Pos20_cell111_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.307855352,1.326172523,1,0
embryo1_Pos20_cell112_z2,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.342201141,0.91057308,1,0
embryo1_Pos20_cell112_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.30707503,1.352074642,1,0
embryo1_Pos20_cell113_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.333567436,1.135371056,1,0
embryo1_Pos20_cell113_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.308118612,1.274645112,1,0
embryo1_Pos20_cell114_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.347278346,1.353649441,1,0
embryo1_Pos20_cell115_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.339483806,1.058359697,1,0
embryo1_Pos20_cell116_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.340410906,1.450611215,1,0
embryo1_Pos20_cell116_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.300625292,1.493608603,1,0
embryo1_Pos20_cell117_z2,7,10,Cardiomyocytes,Endothelium,-1.320007583,0.777689161,1,0
embryo1_Pos20_cell117_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.283644848,1.297367325,1,0
embryo1_Pos20_cell118_z2,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.319064884,1.085597153,1,0
embryo1_Pos20_cell119_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.338191369,1.261086552,1,0
embryo1_Pos20_cell119_z5,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.30394699,1.022092612,1,0
embryo1_Pos20_cell12_z2,19,19,Gut-tube,Gut-tube,-1.525136729,1.071733133,1,0
embryo1_Pos20_cell12_z5,19,3,Gut-tube,Low-quality,-1.541653346,1.160953537,1,0
embryo1_Pos20_cell120_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.327395359,1.326684538,1,0
embryo1_Pos20_cell120_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.272302134,1.422815301,1,0
embryo1_Pos20_cell121_z5,7,7,Cardiomyocytes,Cardiomyocytes,-1.288174431,0.786645118,1,0
embryo1_Pos20_cell122_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.324638096,1.383844382,1,0
embryo1_Pos20_cell122_z5,7,2,Cardiomyocytes,Splanchnic-mesoderm,-1.288194022,0.950876283,1,0
embryo1_Pos20_cell123_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.301529472,1.245053691,1,0
embryo1_Pos20_cell124_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.329151879,1.296067056,1,0
embryo1_Pos20_cell124_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.289634437,1.391605744,1,0
embryo1_Pos20_cell125_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.322852658,1.227621997,1,0
embryo1_Pos20_cell125_z5,7,7,Cardiomyocytes,Cardiomyocytes,-1.267843702,0.999413298,1,0
embryo1_Pos20_cell126_z2,7,2,Cardiomyocytes,Splanchnic-mesoderm,-1.299138175,0.957973178,1,0
embryo1_Pos20_cell126_z5,7,2,Cardiomyocytes,Splanchnic-mesoderm,-1.275682102,1.057761354,1,0
embryo1_Pos20_cell127_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.329303244,1.483764449,1,0
embryo1_Pos20_cell127_z5,2,3,Splanchnic-mesoderm,Low-quality,-1.279272798,1.4700792,1,0
embryo1_Pos20_cell128_z2,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.326601031,0.99591509,1,0
embryo1_Pos20_cell128_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.275085638,1.235331141,1,0
embryo1_Pos20_cell129_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.308892973,1.431428047,1,0
embryo1_Pos20_cell129_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.27078095,1.265509029,1,0
embryo1_Pos20_cell13_z2,19,19,Gut-tube,Gut-tube,-1.545172302,1.103310156,1,0
embryo1_Pos20_cell13_z5,19,19,Gut-tube,Gut-tube,-1.539516855,1.200130674,1,0
embryo1_Pos20_cell130_z5,7,10,Cardiomyocytes,Endothelium,-1.268025969,0.836703489,1,0
embryo1_Pos20_cell131_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.267523757,1.211335666,1,0
embryo1_Pos20_cell132_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.272800238,1.175949831,1,0
embryo1_Pos20_cell133_z2,2,7,Splanchnic-mesoderm,Cardiomyocytes,-1.293371894,1.158147245,1,0
embryo1_Pos20_cell133_z5,3,11,Low-quality,Erythroid,-1.271812641,0.569691461,1,0
embryo1_Pos20_cell135_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.28365748,1.337891426,1,0
embryo1_Pos20_cell135_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.265293299,1.327064508,1,0
embryo1_Pos20_cell136_z2,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.297809262,1.277935469,1,0
embryo1_Pos20_cell136_z5,2,2,Splanchnic-mesoderm,Splanchnic-mesoderm,-1.26965836,1.357987829,1,0
