barcode,first_type,second_type,celltype1,celltype2,x,y,prop1,prop2
embryo1_Pos5_cell400_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,0.356074779,-1.505621984,1,0
embryo1_Pos5_cell400_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,0.407759117,-1.543655606,1,0
embryo1_Pos5_cell401_z2,15,15,Neural-crest,Neural-crest,0.357658051,-1.992172321,1,0
embryo1_Pos5_cell401_z5,15,15,Neural-crest,Neural-crest,0.420529785,-1.922523814,1,0
embryo1_Pos5_cell402_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,0.421063328,-1.583766914,1,0
embryo1_Pos5_cell403_z2,15,15,Neural-crest,Neural-crest,0.36757328,-2.025410224,1,0
embryo1_Pos5_cell404_z2,18,15,Surface-ectoderm,Neural-crest,0.373560816,-2.162605868,1,0
embryo1_Pos5_cell404_z5,15,15,Neural-crest,Neural-crest,0.448716758,-1.886833778,1,0
embryo1_Pos5_cell405_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,0.366456151,-1.529424196,1,0
embryo1_Pos5_cell406_z2,15,18,Neural-crest,Surface-ectoderm,0.363917616,-2.221567993,1,0
embryo1_Pos5_cell406_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,0.438966682,-1.5547991,1,0
embryo1_Pos5_cell407_z2,15,18,Neural-crest,Surface-ectoderm,0.358199759,-2.119831993,1,0
embryo1_Pos5_cell407_z5,14,3,Forebrain-Midbrain-Hindbrain,Low-quality,0.437139794,-1.52739119,1,0
embryo1_Pos5_cell408_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,0.454533713,-1.515888788,1,0
embryo1_Pos5_cell41_z2,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.241052497,-1.518559862,1,0
embryo1_Pos5_cell41_z5,14,14,Forebrain-Midbrain-Hindbrain,Forebrain-Midbrain-Hindbrain,-0.252876827,-1.989072209,1,0
embryo1_Pos5_cell410_z5,15,3,Neural-crest,Low-quality,0.459951305,-1.852290183,1,0
embryo1_Pos5_cell411_z5,15,18,Neural-crest,Surface-ectoderm,0.464328786,-1.932515492,1,0
embryo1_Pos5_cell412_z2,18,15,Surface-ectoderm,Neural-crest,0.384798383,-2.192859323,1,0
embryo1_Pos5_cell412_z5,15,10,Neural-crest,Endothelium,0.468620725,-1.826004466,1,0
embryo1_Pos5_cell413_z5,14,10,Forebrain-Midbrain-Hindbrain,Endothelium,0.469618198,-1.562453982,1,0
embryo1_Pos5_cell414_z2,15,15,Neural-crest,Neural-crest,0.397028965,-1.974150756,1,0
embryo1_Pos5_cell415_z2,15,15,Neural-crest,Neural-crest,0.380143392,-1.943159544,1,0
embryo1_Pos5_cell416_z2,18,15,Surface-ectoderm,Neural-crest,0.405836767,-2.116329421,1,0
embryo1_Pos5_cell416_z5,14,3,Forebrain-Midbrain-Hindbrain,Low-quality,0.499161812,-1.522010886,1,0
