barcode,zscore
embryo1_Pos12_cell141_z2,-0.544328652
embryo1_Pos12_cell143_z2,-0.544328652
embryo1_Pos12_cell145_z2,-0.544328652
embryo1_Pos12_cell146_z2,-0.544328652
embryo1_Pos12_cell149_z2,-0.544328652
embryo1_Pos12_cell150_z2,-0.544328652
embryo1_Pos12_cell16_z5,2.222383219
embryo1_Pos12_cell164_z2,0.984922441
embryo1_Pos12_cell17_z5,-0.544328652
embryo1_Pos12_cell178_z2,-0.544328652
embryo1_Pos12_cell18_z5,-0.544328652
embryo1_Pos12_cell19_z5,-0.544328652
embryo1_Pos12_cell192_z2,1.355908887
embryo1_Pos12_cell195_z2,1.14602195
embryo1_Pos12_cell199_z2,-0.544328652
embryo1_Pos12_cell21_z5,-0.544328652
embryo1_Pos12_cell215_z2,-0.544328652
embryo1_Pos12_cell22_z5,-0.544328652
embryo1_Pos12_cell220_z2,-0.544328652
embryo1_Pos12_cell221_z2,-0.544328652
embryo1_Pos12_cell225_z2,-0.544328652
embryo1_Pos12_cell23_z5,-0.544328652
embryo1_Pos12_cell233_z2,-0.544328652
embryo1_Pos12_cell25_z5,-0.544328652
embryo1_Pos12_cell26_z5,-0.544328652
embryo1_Pos12_cell27_z5,-0.544328652
embryo1_Pos12_cell28_z5,-0.544328652
embryo1_Pos12_cell30_z5,-0.544328652
embryo1_Pos12_cell31_z5,-0.544328652
embryo1_Pos12_cell32_z5,-0.544328652
embryo1_Pos12_cell33_z5,-0.544328652
embryo1_Pos12_cell34_z5,-0.544328652
embryo1_Pos12_cell35_z5,-0.544328652
embryo1_Pos12_cell38_z5,-0.544328652
embryo1_Pos12_cell40_z5,-0.544328652
embryo1_Pos12_cell42_z5,-0.544328652
embryo1_Pos12_cell49_z5,-0.544328652
embryo1_Pos12_cell63_z5,-0.544328652
embryo1_Pos12_cell69_z5,-0.544328652
embryo1_Pos12_cell74_z5,-0.544328652
embryo1_Pos12_cell75_z5,-0.544328652
embryo1_Pos12_cell83_z5,-0.544328652
embryo1_Pos12_cell88_z5,1.021010174
embryo1_Pos12_cell91_z5,-0.544328652
embryo1_Pos12_cell92_z2,-0.544328652
embryo1_Pos12_cell97_z5,1.281201272
embryo1_Pos20_cell10_z2,-0.544328652
embryo1_Pos20_cell10_z5,-0.544328652
embryo1_Pos20_cell11_z2,-0.544328652
embryo1_Pos20_cell12_z2,-0.544328652
embryo1_Pos20_cell13_z2,-0.544328652
embryo1_Pos20_cell13_z5,-0.544328652
embryo1_Pos20_cell14_z5,-0.544328652
embryo1_Pos20_cell15_z5,-0.544328652
embryo1_Pos20_cell16_z2,-0.544328652
embryo1_Pos20_cell17_z2,-0.544328652
embryo1_Pos20_cell18_z2,-0.544328652
embryo1_Pos20_cell20_z2,-0.544328652
embryo1_Pos20_cell21_z2,-0.544328652
embryo1_Pos20_cell21_z5,-0.544328652
embryo1_Pos20_cell22_z2,-0.544328652
embryo1_Pos20_cell22_z5,1.26510078
embryo1_Pos20_cell24_z5,-0.544328652
embryo1_Pos20_cell25_z2,-0.544328652
embryo1_Pos20_cell26_z2,-0.544328652
embryo1_Pos20_cell31_z5,-0.544328652
embryo1_Pos20_cell37_z2,-0.544328652
embryo1_Pos20_cell39_z5,-0.544328652
embryo1_Pos20_cell40_z2,-0.544328652
embryo1_Pos20_cell8_z5,-0.544328652
embryo1_Pos21_cell100_z5,-0.544328652
embryo1_Pos21_cell101_z5,-0.544328652
embryo1_Pos21_cell103_z5,-0.544328652
embryo1_Pos21_cell107_z5,-0.544328652
embryo1_Pos21_cell110_z5,-0.544328652
embryo1_Pos21_cell115_z5,-0.544328652
embryo1_Pos21_cell116_z5,-0.544328652
embryo1_Pos21_cell117_z5,-0.544328652
embryo1_Pos21_cell125_z5,-0.544328652
embryo1_Pos21_cell130_z5,-0.544328652
embryo1_Pos21_cell131_z5,-0.544328652
embryo1_Pos21_cell134_z5,-0.544328652
embryo1_Pos21_cell136_z5,-0.544328652
embryo1_Pos21_cell137_z5,-0.544328652
embryo1_Pos21_cell138_z5,-0.544328652
embryo1_Pos21_cell139_z5,-0.544328652
embryo1_Pos21_cell141_z5,-0.544328652
embryo1_Pos21_cell147_z5,-0.544328652
embryo1_Pos21_cell148_z5,-0.544328652
embryo1_Pos21_cell149_z5,-0.544328652
embryo1_Pos21_cell150_z5,-0.544328652
embryo1_Pos21_cell151_z5,-0.544328652
embryo1_Pos21_cell207_z2,-0.544328652
embryo1_Pos21_cell226_z2,-0.544328652
embryo1_Pos21_cell229_z2,-0.544328652
embryo1_Pos21_cell238_z2,-0.544328652
embryo1_Pos21_cell248_z2,-0.544328652
embryo1_Pos21_cell255_z2,1.688787239
embryo1_Pos21_cell257_z2,-0.544328652
embryo1_Pos21_cell293_z2,-0.544328652
embryo1_Pos21_cell294_z2,-0.544328652
embryo1_Pos21_cell295_z2,1.244450033
embryo1_Pos21_cell298_z2,1.349566751
embryo1_Pos21_cell304_z2,1.347471232
embryo1_Pos21_cell305_z2,-0.544328652
embryo1_Pos21_cell312_z2,-0.544328652
embryo1_Pos21_cell314_z2,-0.544328652
embryo1_Pos21_cell315_z2,-0.544328652
embryo1_Pos21_cell318_z2,-0.544328652
embryo1_Pos21_cell321_z2,-0.544328652
embryo1_Pos21_cell322_z2,-0.544328652
embryo1_Pos21_cell325_z2,-0.544328652
embryo1_Pos21_cell327_z2,-0.544328652
embryo1_Pos21_cell329_z2,-0.544328652
embryo1_Pos21_cell334_z2,-0.544328652
embryo1_Pos21_cell337_z2,-0.544328652
embryo1_Pos21_cell343_z2,-0.544328652
embryo1_Pos21_cell346_z2,-0.544328652
embryo1_Pos21_cell349_z2,-0.544328652
embryo1_Pos21_cell350_z2,-0.544328652
embryo1_Pos21_cell354_z2,-0.544328652
embryo1_Pos21_cell355_z2,1.059047316
embryo1_Pos21_cell360_z2,-0.544328652
embryo1_Pos21_cell365_z2,-0.544328652
embryo1_Pos21_cell366_z2,-0.544328652
embryo1_Pos21_cell370_z2,-0.544328652
embryo1_Pos21_cell372_z2,-0.544328652
embryo1_Pos21_cell374_z2,1.351671483
embryo1_Pos21_cell376_z2,1.349566751
embryo1_Pos21_cell377_z2,-0.544328652
embryo1_Pos21_cell380_z2,-0.544328652
embryo1_Pos21_cell381_z2,1.151518468
embryo1_Pos21_cell387_z2,-0.544328652
